model_id,threshold,oof_precision,oof_recall,oof_f1,n_predicted_aggressive,n_abstained,coverage_rate,meets_precision_target,meets_recall_target,meets_provisional_criteria,eval_basis
word_char_comb__lr_liblin_C01,0.05,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.1,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.15,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.2,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.25,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.3,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.35,0.0705,0.9773,0.1315,610,38,0.9414,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.4,0.1003,0.9091,0.1806,399,249,0.6157,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.45,0.188,0.5682,0.2825,133,515,0.2052,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.5,0.2424,0.1818,0.2078,33,615,0.0509,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.55,0.0,0.0,0.0,6,642,0.0093,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.6,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.65,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.7,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.75,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C01,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.05,0.0976,0.9091,0.1762,410,238,0.6327,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.1,0.1564,0.75,0.2588,211,437,0.3256,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.15,0.1721,0.4773,0.253,122,526,0.1883,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.2,0.2192,0.3636,0.2735,73,575,0.1127,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.25,0.25,0.3182,0.28,56,592,0.0864,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.3,0.2326,0.2273,0.2299,43,605,0.0664,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.35,0.2121,0.1591,0.1818,33,615,0.0509,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.4,0.2593,0.1591,0.1972,27,621,0.0417,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.45,0.2857,0.1364,0.1846,21,627,0.0324,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.5,0.3529,0.1364,0.1967,17,631,0.0262,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.55,0.2143,0.0682,0.1034,14,634,0.0216,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.6,0.1,0.0227,0.037,10,638,0.0154,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.65,0.0,0.0,0.0,6,642,0.0093,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.7,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.75,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.8,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.85,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_C5,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.05,0.105,0.8182,0.186,343,305,0.5293,no,yes,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.1,0.1977,0.3864,0.2615,86,562,0.1327,no,yes,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.15,0.2273,0.2273,0.2273,44,604,0.0679,no,yes,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.2,0.1111,0.0682,0.0845,27,621,0.0417,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.25,0.1579,0.0682,0.0952,19,629,0.0293,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.3,0.1333,0.0455,0.0678,15,633,0.0231,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.35,0.1111,0.0227,0.0377,9,639,0.0139,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.4,0.1111,0.0227,0.0377,9,639,0.0139,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.45,0.0,0.0,0.0,5,643,0.0077,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.5,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.55,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.6,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.65,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.7,0.0,0.0,0.0,2,646,0.0031,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.75,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__svc_cal_bal,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.05,0.1703,0.7045,0.2743,182,466,0.2809,no,yes,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.1,0.2062,0.4545,0.2837,97,551,0.1497,no,yes,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.15,0.2192,0.3636,0.2735,73,575,0.1127,no,yes,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.2,0.1964,0.25,0.22,56,592,0.0864,no,yes,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.25,0.2041,0.2273,0.2151,49,599,0.0756,no,yes,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.3,0.2222,0.2273,0.2247,45,603,0.0694,no,yes,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.35,0.1944,0.1591,0.175,36,612,0.0556,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.4,0.25,0.1591,0.1944,28,620,0.0432,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.45,0.24,0.1364,0.1739,25,623,0.0386,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.5,0.2857,0.1364,0.1846,21,627,0.0324,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.55,0.2778,0.1136,0.1613,18,630,0.0278,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.6,0.2,0.0682,0.1017,15,633,0.0231,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.65,0.25,0.0682,0.1071,12,636,0.0185,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.7,0.2857,0.0455,0.0784,7,641,0.0108,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.75,0.1667,0.0227,0.04,6,642,0.0093,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.8,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.85,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.9,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__sgd_log_bal,0.95,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
