fortune 2025 rank,name,type,id
888,JELD-WEN Holding,Organization,https://fortune.com/company/jeld-wen-holding/
889,Magnera,Organization,https://fortune.com/company/magnera/
890,Navient,Organization,https://fortune.com/company/navient/
891,BWX Technologies,Organization,https://fortune.com/company/bwx-technologies/
892,Entegris,Organization,https://fortune.com/company/entegris/
893,Veeva Systems,Organization,https://fortune.com/company/veeva-systems/
894,Brookdale Senior Living,Organization,https://fortune.com/company/brookdale-senior-living/
895,Teradyne,Organization,https://fortune.com/company/teradyne/
896,Lazard,Organization,https://fortune.com/company/lazard/
897,United Therapeutics,Organization,https://fortune.com/company/united-therapeutics/
898,Astrana Health,Organization,https://fortune.com/company/astrana-health/
899,Sinclair,Organization,https://fortune.com/company/sinclair-broadcast-group/
900,Waters,Organization,https://fortune.com/company/waters/
901,SM Energy,Organization,https://fortune.com/company/sm-energy/
902,Kontoor Brands,Organization,https://fortune.com/company/kontoor-brands/
903,Knife River,Organization,https://fortune.com/company/knife-river/
904,MSCI,Organization,https://fortune.com/company/msci/
905,HubSpot,Organization,https://fortune.com/company/hubspot/
906,Central Garden & Pet,Organization,https://fortune.com/company/central-garden-pet/
907,Range Resources,Organization,https://fortune.com/company/range-resources/
908,Cinemark Holdings,Organization,https://fortune.com/company/cinemark-holdings/
909,SLM,Organization,https://fortune.com/company/slm/
910,Six Flags Entertainment,Organization,https://fortune.com/company/six-flags-entertainment/
911,Gray Media,Organization,https://fortune.com/company/gray-television/
912,Equity Residential,Organization,https://fortune.com/company/equity-residential/
913,Worthington Steel,Organization,https://fortune.com/company/worthington-steel/
914,F5,Organization,https://fortune.com/company/f5-networks/
915,Hawaiian Electric Industries,Organization,https://fortune.com/company/hawaiian-electric-industries/
916,Vontier,Organization,https://fortune.com/company/vontier/
917,West Pharmaceutical Services,Organization,https://fortune.com/company/west-pharmaceutical-services/
918,Verisk Analytics,Organization,https://fortune.com/company/verisk-analytics/
919,Vishay Intertechnology,Organization,https://fortune.com/company/vishay-intertechnology/
920,UL Solutions,Organization,https://fortune.com/company/ul-solutions/
921,Ryan Specialty Holdings,Organization,https://fortune.com/company/ryan-specialty-holdings/
922,Conduent,Organization,https://fortune.com/company/conduent/
923,ScanSource,Organization,https://fortune.com/company/scansource/
924,AvalonBay Communities,Organization,https://fortune.com/company/avalonbay-communities/
925,Amneal Pharmaceuticals,Organization,https://fortune.com/company/amneal-pharmaceuticals/
926,Sumisho Air Lease,Organization,https://fortune.com/company/air-lease/
927,Allison Transmission Holdings,Organization,https://fortune.com/company/allison-transmission-holdings/
928,Life Time Group Holdings,Organization,https://fortune.com/company/life-time-group-holdings/
929,Centuri Holdings,Organization,https://fortune.com/company/centuri-holdings/
930,Hovnanian Enterprises,Organization,https://fortune.com/company/hovnanian-enterprises/
931,Werner Enterprises,Organization,https://fortune.com/company/werner-enterprises/
932,Installed Building Products,Organization,https://fortune.com/company/installed-building-products/
933,Alexandria Real Estate Equities,Organization,https://fortune.com/company/alexandria-real-estate-equities/
934,Vail Resorts,Organization,https://fortune.com/company/vail-resorts/
935,Nextpower,Organization,https://fortune.com/company/nextpower/
936,G-III Apparel Group,Organization,https://fortune.com/company/g-iii-apparel-group/
937,Sunrun,Organization,https://fortune.com/company/sunrun/
938,BlueLinx Holdings,Organization,https://fortune.com/company/bluelinx-holdings/
939,Energizer Holdings,Organization,https://fortune.com/company/energizer-holdings/
940,Universal,Organization,https://fortune.com/company/universal/
941,Sabre,Organization,https://fortune.com/company/sabre/
942,BGC Group,Organization,https://fortune.com/company/bgc-partners/
943,Globus Medical,Organization,https://fortune.com/company/globus-medical/
944,Bright Horizons Family Solutions,Organization,https://fortune.com/company/brighthorizons-family-solutions/
945,Churchill Downs,Organization,https://fortune.com/company/churchill-downs/
946,Stewart Information Services,Organization,https://fortune.com/company/stewart-information-services/
947,Cullen/Frost Bankers,Organization,https://fortune.com/company/cullen-frost-bankers/
948,Okta,Organization,https://fortune.com/company/okta/
949,Stagwell,Organization,https://fortune.com/company/stagwell/
950,TTM Technologies,Organization,https://fortune.com/company/ttm-technologies/
951,Advanced Drainage Systems,Organization,https://fortune.com/company/advanced-drainage-systems/
952,Carter's,Organization,https://fortune.com/company/carters/
953,Trade Desk,Organization,https://fortune.com/company/trade-desk-2/
954,Designer Brands,Organization,https://fortune.com/company/dsw/
955,Etsy,Organization,https://fortune.com/company/etsy/
956,Arcosa,Organization,https://fortune.com/company/arcosa/
957,Carpenter Technology,Organization,https://fortune.com/company/carpenter-technology/
958,PC Connection,Organization,https://fortune.com/company/pc-connection/
959,Blue Owl Capital,Organization,https://fortune.com/company/blue-owl-capital/
960,Neurocrine Biosciences,Organization,https://fortune.com/company/neurocrine-biosciences/
961,Revvity,Organization,https://fortune.com/company/perkinelmer/
962,Atkore,Organization,https://fortune.com/company/atkore/
963,ESAB,Organization,https://fortune.com/company/esab/
964,HNI,Organization,https://fortune.com/company/hni/
965,New York Times,Organization,https://fortune.com/company/newyorktimes/
966,Healthpeak Properties,Organization,https://fortune.com/company/healthpeak-properties/
967,DNOW,Organization,https://fortune.com/company/now/
968,SBA Communications,Organization,https://fortune.com/company/sba-communications/
969,Construction Partners,Organization,https://fortune.com/company/construction-partners/
970,Spectrum Brands Holdings,Organization,https://fortune.com/company/hrg-group/
971,Bank OZK,Organization,https://fortune.com/company/bank-ozk/
972,Winnebago Industries,Organization,https://fortune.com/company/winnebago-industries/
973,Nordson,Organization,https://fortune.com/company/nordson/
974,Monolithic Power Systems,Organization,https://fortune.com/company/monolithic-power-systems/
975,Oceaneering International,Organization,https://fortune.com/company/oceaneering-international/
976,AAR,Organization,https://fortune.com/company/aar/
977,Axon Enterprise,Organization,https://fortune.com/company/axon-enterprise/
978,Korn Ferry,Organization,https://fortune.com/company/korn-ferry/
979,CBIZ,Organization,https://fortune.com/company/cbiz/
980,Caleres,Organization,https://fortune.com/company/caleres/
981,Playtika Holding,Organization,https://fortune.com/company/playtika-holding/
982,Circle Internet Group,Organization,https://fortune.com/company/circle-internet-group/
983,Cooper-Standard Holdings,Organization,https://fortune.com/company/cooper-standard-holdings/
984,PTC,Organization,https://fortune.com/company/ptc/
985,Vestis,Organization,https://fortune.com/company/vestis/
986,MasterBrand,Organization,https://fortune.com/company/masterbrand/
987,KinderCare Learning,Organization,https://fortune.com/company/kindercare-learning/
988,AMN Healthcare Services,Organization,https://fortune.com/company/amn-healthcare-services/
989,QuidelOrtho,Organization,https://fortune.com/company/quidel/
990,Invitation Homes,Organization,https://fortune.com/company/invitation-homes/
991,NewMarket,Organization,https://fortune.com/company/newmarket/
992,Fortrea Holdings,Organization,https://fortune.com/company/fortrea-holdings/
993,Knights of Columbus,Organization,https://fortune.com/company/knights-of-columbus/
994,Envista Holdings,Organization,https://fortune.com/company/envista-holdings/
995,Murphy Oil,Organization,https://fortune.com/company/murphy-oil/
996,Global Business Travel Group,Organization,https://fortune.com/company/global-business-travel-group/
997,Belden,Organization,https://fortune.com/company/belden/
998,TEGNA,Organization,https://fortune.com/company/tegna/
999,Insulet,Organization,https://fortune.com/company/insulet/
1000,Louisiana-Pacific,Organization,https://fortune.com/company/louisiana-pacific/
